CodigoTema;CodigoUbicacion;Inicio;Fin;FechaHora;Fecha;Hora
721;11;0;114;JU 3 / 11:30;03/04/2014;11:30:00
582;8;30;131;JU 3 / 12:00;03/04/2014;12:00:00
803;3;40;114;JU 3 / 12:10;03/04/2014;12:10:00
788;17;50;220;JU 3 / 12:20;03/04/2014;12:20:00
1122;2;75;160;JU 3 / 12:45;03/04/2014;12:45:00
1102;1;110;248;JU 3 / 13:20;03/04/2014;13:20:00
703;13;120;195;JU 3 / 13:30;03/04/2014;13:30:00
598;9;140;215;JU 3 / 13:50;03/04/2014;13:50:00
394;11;150;258;JU 3 / 14:00;03/04/2014;14:00:00
763;5;150;240;JU 3 / 14:00;03/04/2014;14:00:00
111;14;160;250;JU 3 / 14:10;03/04/2014;14:10:00
1210;3;165;263;JU 3 / 14:15;03/04/2014;14:15:00
1207;10;175;272;JU 3 / 14:25;03/04/2014;14:25:00
26;7;180;304;JU 3 / 14:30;03/04/2014;14:30:00
846;12;180;265;JU 3 / 14:30;03/04/2014;14:30:00
574;8;185;304;JU 3 / 14:35;03/04/2014;14:35:00
229;4;210;286;JU 3 / 15:00;03/04/2014;15:00:00
759;6;220;310;JU 3 / 15:10;03/04/2014;15:10:00
1098;13;240;345;JU 3 / 15:30;03/04/2014;15:30:00
442;16;270;351;JU 3 / 16:00;03/04/2014;16:00:00
641;5;270;380;JU 3 / 16:00;03/04/2014;16:00:00
1080;1;280;361;JU 3 / 16:10;03/04/2014;16:10:00
1192;14;280;370;JU 3 / 16:10;03/04/2014;16:10:00
811;9;285;320;JU 3 / 16:15;03/04/2014;16:15:00
900;9;285;315;JU 3 / 16:15;03/04/2014;16:15:00
510;17;300;321;JU 3 / 16:30;03/04/2014;16:30:00
668;17;300;314;JU 3 / 16:30;03/04/2014;16:30:00
770;17;300;335;JU 3 / 16:30;03/04/2014;16:30:00
931;12;300;397;JU 3 / 16:30;03/04/2014;16:30:00
1134;17;300;310;JU 3 / 16:30;03/04/2014;16:30:00
852;10;325;427;JU 3 / 16:55;03/04/2014;16:55:00
838;11;330;452;JU 3 / 17:00;03/04/2014;17:00:00
1299;2;340;445;JU 3 / 17:10;03/04/2014;17:10:00
868;8;345;420;JU 3 / 17:15;03/04/2014;17:15:00
629;4;350;437;JU 3 / 17:20;03/04/2014;17:20:00
617;7;355;451;JU 3 / 17:25;03/04/2014;17:25:00
90;6;370;394;JU 3 / 17:40;03/04/2014;17:40:00
664;6;370;420;JU 3 / 17:40;03/04/2014;17:40:00
528;16;380;466;JU 3 / 17:50;03/04/2014;17:50:00
295;15;390;390;JU 3 / 18:00;03/04/2014;18:00:00
633;1;390;489;JU 3 / 18:00;03/04/2014;18:00:00
1150;9;395;480;JU 3 / 18:05;03/04/2014;18:05:00
118;14;400;495;JU 3 / 18:10;03/04/2014;18:10:00
255;13;400;489;JU 3 / 18:10;03/04/2014;18:10:00
807;5;400;475;JU 3 / 18:10;03/04/2014;18:10:00
1181;12;430;519;JU 3 / 18:40;03/04/2014;18:40:00
134;17;440;526;JU 3 / 18:50;03/04/2014;18:50:00
221;3;475;587;JU 3 / 19:25;03/04/2014;19:25:00
752;2;480;568;JU 3 / 19:30;03/04/2014;19:30:00
1076;10;490;510;JU 3 / 19:40;03/04/2014;19:40:00
1322;10;490;536;JU 3 / 19:40;03/04/2014;19:40:00
274;7;500;581;JU 3 / 19:50;03/04/2014;19:50:00
299;16;500;597;JU 3 / 19:50;03/04/2014;19:50:00
480;4;500;562;JU 3 / 19:50;03/04/2014;19:50:00
78;5;510;590;JU 3 / 20:00;03/04/2014;20:00:00
968;11;510;596;JU 3 / 20:00;03/04/2014;20:00:00
784;15;520;610;JU 3 / 20:10;03/04/2014;20:10:00
1102;1;520;658;JU 3 / 20:10;03/04/2014;20:10:00
778;14;530;612;JU 3 / 20:20;03/04/2014;20:20:00
1291;6;530;607;JU 3 / 20:20;03/04/2014;20:20:00
343;8;535;577;JU 3 / 20:25;03/04/2014;20:25:00
347;8;535;586;JU 3 / 20:25;03/04/2014;20:25:00
1259;13;540;612;JU 3 / 20:30;03/04/2014;20:30:00
406;9;545;635;JU 3 / 20:35;03/04/2014;20:35:00
538;12;550;756;JU 3 / 20:40;03/04/2014;20:40:00
188;17;580;666;JU 3 / 21:10;03/04/2014;21:10:00
244;16;640;740;JU 3 / 22:10;03/04/2014;22:10:00
1058;7;640;733;JU 3 / 22:10;03/04/2014;22:10:00
251;2;645;733;JU 3 / 22:15;03/04/2014;22:15:00
130;4;655;743;JU 3 / 22:25;03/04/2014;22:25:00
1010;13;660;725;JU 3 / 22:30;03/04/2014;22:30:00
680;11;665;770;JU 3 / 22:35;03/04/2014;22:35:00
21;6;680;775;JU 3 / 22:50;03/04/2014;22:50:00
66;3;685;784;JU 3 / 22:55;03/04/2014;22:55:00
111;14;690;780;JU 3 / 23:00;03/04/2014;23:00:00
1028;5;690;813;JU 3 / 23:00;03/04/2014;23:00:00
566;10;695;781;JU 3 / 23:05;03/04/2014;23:05:00
986;1;700;804;JU 3 / 23:10;03/04/2014;23:10:00
355;15;705;771;JU 3 / 23:15;03/04/2014;23:15:00
684;17;720;815;JU 3 / 23:30;03/04/2014;23:30:00
74;9;725;824;JU 3 / 23:35;03/04/2014;23:35:00
142;8;730;815;JU 3 / 23:40;03/04/2014;23:40:00
146;16;765;856;VI 4 / 00:15;04/04/2014;00:15:00
660;3;780;875;VI 4 / 00:30;04/04/2014;00:30:00
819;2;785;860;VI 4 / 00:35;04/04/2014;00:35:00
521;6;795;885;VI 4 / 00:45;04/04/2014;00:45:00
114;8;1440;1516;VI 4 / 11:30;04/04/2014;11:30:00
295;15;1480;1480;VI 4 / 12:10;04/04/2014;12:10:00
1024;3;1490;1590;VI 4 / 12:20;04/04/2014;12:20:00
1170;9;1545;1628;VI 4 / 13:15;04/04/2014;13:15:00
184;17;1560;1651;VI 4 / 13:30;04/04/2014;13:30:00
38;11;1565;1598;VI 4 / 13:35;04/04/2014;13:35:00
95;11;1565;1640;VI 4 / 13:35;04/04/2014;13:35:00
139;8;1570;1650;VI 4 / 13:40;04/04/2014;13:40:00
610;14;1570;1675;VI 4 / 13:40;04/04/2014;13:40:00
792;8;1570;1625;VI 4 / 13:40;04/04/2014;13:40:00
991;13;1580;1667;VI 4 / 13:50;04/04/2014;13:50:00
943;1;1600;1688;VI 4 / 14:10;04/04/2014;14:10:00
78;5;1610;1690;VI 4 / 14:20;04/04/2014;14:20:00
378;7;1615;1705;VI 4 / 14:25;04/04/2014;14:25:00
21;6;1625;1720;VI 4 / 14:35;04/04/2014;14:35:00
445;3;1630;1700;VI 4 / 14:40;04/04/2014;14:40:00
480;4;1635;1697;VI 4 / 14:45;04/04/2014;14:45:00
351;10;1650;1728;VI 4 / 15:00;04/04/2014;15:00:00
51;12;1655;1756;VI 4 / 15:05;04/04/2014;15:05:00
1263;9;1675;1766;VI 4 / 15:25;04/04/2014;15:25:00
118;14;1705;1800;VI 4 / 15:55;04/04/2014;15:55:00
484;16;1710;1778;VI 4 / 16:00;04/04/2014;16:00:00
965;17;1710;1786;VI 4 / 16:00;04/04/2014;16:00:00
986;1;1720;1824;VI 4 / 16:10;04/04/2014;16:10:00
1283;13;1720;1780;VI 4 / 16:10;04/04/2014;16:10:00
752;2;1725;1813;VI 4 / 16:15;04/04/2014;16:15:00
221;3;1750;1862;VI 4 / 16:40;04/04/2014;16:40:00
33;7;1755;1803;VI 4 / 16:45;04/04/2014;16:45:00
947;7;1755;1811;VI 4 / 16:45;04/04/2014;16:45:00
795;8;1760;1878;VI 4 / 16:50;04/04/2014;16:50:00
1291;6;1765;1842;VI 4 / 16:55;04/04/2014;16:55:00
807;5;1770;1845;VI 4 / 17:00;04/04/2014;17:00:00
130;4;1775;1863;VI 4 / 17:05;04/04/2014;17:05:00
553;10;1780;1877;VI 4 / 17:10;04/04/2014;17:10:00
1114;12;1795;1884;VI 4 / 17:25;04/04/2014;17:25:00
371;16;1810;1890;VI 4 / 17:40;04/04/2014;17:40:00
196;9;1815;1916;VI 4 / 17:45;04/04/2014;17:45:00
367;13;1830;1899;VI 4 / 18:00;04/04/2014;18:00:00
525;14;1830;1902;VI 4 / 18:00;04/04/2014;18:00:00
1158;17;1840;1922;VI 4 / 18:10;04/04/2014;18:10:00
173;11;1855;1930;VI 4 / 18:25;04/04/2014;18:25:00
1080;1;1865;1946;VI 4 / 18:35;04/04/2014;18:35:00
339;5;1875;1932;VI 4 / 18:45;04/04/2014;18:45:00
233;2;1895;1906;VI 4 / 19:05;04/04/2014;19:05:00
545;2;1895;1915;VI 4 / 19:05;04/04/2014;19:05:00
1166;2;1895;1948;VI 4 / 19:05;04/04/2014;19:05:00
1106;7;1910;2007;VI 4 / 19:20;04/04/2014;19:20:00
846;12;1915;2000;VI 4 / 19:25;04/04/2014;19:25:00
213;6;1925;1986;VI 4 / 19:35;04/04/2014;19:35:00
327;16;1930;1930;VI 4 / 19:40;04/04/2014;19:40:00
430;10;1940;2016;VI 4 / 19:50;04/04/2014;19:50:00
676;4;1945;2020;VI 4 / 19:55;04/04/2014;19:55:00
1018;13;1950;2010;VI 4 / 20:00;04/04/2014;20:00:00
1240;3;1960;2022;VI 4 / 20:10;04/04/2014;20:10:00
209;17;1970;2063;VI 4 / 20:20;04/04/2014;20:20:00
192;9;1975;2050;VI 4 / 20:25;04/04/2014;20:25:00
972;14;1975;2060;VI 4 / 20:25;04/04/2014;20:25:00
43;11;1985;2075;VI 4 / 20:35;04/04/2014;20:35:00
872;8;1990;2055;VI 4 / 20:40;04/04/2014;20:40:00
943;1;1990;2078;VI 4 / 20:40;04/04/2014;20:40:00
303;15;2000;2060;VI 4 / 20:50;04/04/2014;20:50:00
641;5;2010;2120;VI 4 / 21:00;04/04/2014;21:00:00
998;12;2035;2111;VI 4 / 21:25;04/04/2014;21:25:00
410;7;2060;2159;VI 4 / 21:50;04/04/2014;21:50:00
251;2;2065;2153;VI 4 / 21:55;04/04/2014;21:55:00
834;6;2075;2200;VI 4 / 22:05;04/04/2014;22:05:00
586;3;2080;2166;VI 4 / 22:10;04/04/2014;22:10:00
241;16;2085;2170;VI 4 / 22:15;04/04/2014;22:15:00
864;13;2100;2175;VI 4 / 22:30;04/04/2014;22:30:00
1251;4;2105;2197;VI 4 / 22:35;04/04/2014;22:35:00
830;17;2110;2198;VI 4 / 22:40;04/04/2014;22:40:00
1174;1;2110;2258;VI 4 / 22:40;04/04/2014;22:40:00
656;10;2120;2174;VI 4 / 22:50;04/04/2014;22:50:00
728;10;2120;2150;VI 4 / 22:50;04/04/2014;22:50:00
541;5;2130;2243;VI 4 / 23:00;04/04/2014;23:00:00
1084;14;2135;2230;VI 4 / 23:05;04/04/2014;23:05:00
1181;12;2145;2234;VI 4 / 23:15;04/04/2014;23:15:00
503;8;2150;2239;VI 4 / 23:20;04/04/2014;23:20:00
487;9;2155;2225;VI 4 / 23:25;04/04/2014;23:25:00
283;15;2160;2265;VI 4 / 23:30;04/04/2014;23:30:00
422;11;2165;2249;VI 4 / 23:35;04/04/2014;23:35:00
1247;11;2165;2179;VI 4 / 23:35;04/04/2014;23:35:00
1061;2;2200;2325;SA 5 / 00:10;05/04/2014;00:10:00
209;17;2220;2313;SA 5 / 00:30;05/04/2014;00:30:00
1028;5;2240;2363;SA 5 / 00:50;05/04/2014;00:50:00
1203;1;2260;2345;SA 5 / 01:10;05/04/2014;01:10:00
660;3;2270;2365;SA 5 / 01:20;05/04/2014;01:20:00
180;6;2275;2367;SA 5 / 01:25;05/04/2014;01:25:00
154;8;2285;2375;SA 5 / 01:35;05/04/2014;01:35:00
378;9;2290;2380;SA 5 / 01:40;05/04/2014;01:40:00
406;8;2850;2940;SA 5 / 11:00;05/04/2014;11:00:00
422;11;2875;2959;SA 5 / 11:25;05/04/2014;11:25:00
1247;11;2875;2889;SA 5 / 11:25;05/04/2014;11:25:00
66;3;2880;2979;SA 5 / 11:30;05/04/2014;11:30:00
868;10;2890;2965;SA 5 / 11:40;05/04/2014;11:40:00
811;9;2895;2930;SA 5 / 11:45;05/04/2014;11:45:00
900;9;2895;2925;SA 5 / 11:45;05/04/2014;11:45:00
684;17;2940;3035;SA 5 / 12:30;05/04/2014;12:30:00
1174;1;2970;3118;SA 5 / 13:00;05/04/2014;13:00:00
1181;12;2970;3059;SA 5 / 13:00;05/04/2014;13:00:00
518;13;3000;3090;SA 5 / 13:30;05/04/2014;13:30:00
699;11;3005;3065;SA 5 / 13:35;05/04/2014;13:35:00
610;14;3010;3115;SA 5 / 13:40;05/04/2014;13:40:00
1158;9;3015;3097;SA 5 / 13:45;05/04/2014;13:45:00
343;8;3030;3072;SA 5 / 14:00;05/04/2014;14:00:00
347;8;3030;3081;SA 5 / 14:00;05/04/2014;14:00:00
745;5;3040;3116;SA 5 / 14:10;05/04/2014;14:10:00
74;10;3050;3149;SA 5 / 14:20;05/04/2014;14:20:00
834;6;3055;3180;SA 5 / 14:25;05/04/2014;14:25:00
995;7;3060;3174;SA 5 / 14:30;05/04/2014;14:30:00
582;17;3080;3181;SA 5 / 14:50;05/04/2014;14:50:00
927;12;3090;3170;SA 5 / 15:00;05/04/2014;15:00:00
676;4;3135;3210;SA 5 / 15:45;05/04/2014;15:45:00
1307;9;3145;3225;SA 5 / 15:55;05/04/2014;15:55:00
121;16;3150;3229;SA 5 / 16:00;05/04/2014;16:00:00
633;1;3150;3249;SA 5 / 16:00;05/04/2014;16:00:00
1192;14;3150;3240;SA 5 / 16:00;05/04/2014;16:00:00
557;11;3155;3245;SA 5 / 16:05;05/04/2014;16:05:00
748;5;3160;3235;SA 5 / 16:10;05/04/2014;16:10:00
233;2;3185;3196;SA 5 / 16:35;05/04/2014;16:35:00
545;2;3185;3205;SA 5 / 16:35;05/04/2014;16:35:00
1166;2;3185;3238;SA 5 / 16:35;05/04/2014;16:35:00
99;13;3190;3267;SA 5 / 16:40;05/04/2014;16:40:00
1039;10;3200;3297;SA 5 / 16:50;05/04/2014;16:50:00
1114;12;3200;3289;SA 5 / 16:50;05/04/2014;16:50:00
1014;8;3220;3324;SA 5 / 17:10;05/04/2014;17:10:00
735;7;3225;3235;SA 5 / 17:15;05/04/2014;17:15:00
1244;7;3225;3277;SA 5 / 17:15;05/04/2014;17:15:00
852;17;3230;3332;SA 5 / 17:20;05/04/2014;17:20:00
363;3;3240;3250;SA 5 / 17:30;05/04/2014;17:30:00
402;3;3240;3290;SA 5 / 17:30;05/04/2014;17:30:00
1255;3;3240;3251;SA 5 / 17:30;05/04/2014;17:30:00
213;6;3245;3306;SA 5 / 17:35;05/04/2014;17:35:00
339;5;3270;3327;SA 5 / 18:00;05/04/2014;18:00:00
330;16;3280;3280;SA 5 / 18:10;05/04/2014;18:10:00
756;14;3280;3498;SA 5 / 18:10;05/04/2014;18:10:00
975;1;3280;3357;SA 5 / 18:10;05/04/2014;18:10:00
1251;4;3285;3377;SA 5 / 18:15;05/04/2014;18:15:00
916;11;3295;3394;SA 5 / 18:25;05/04/2014;18:25:00
709;9;3315;3410;SA 5 / 18:45;05/04/2014;18:45:00
931;12;3320;3417;SA 5 / 18:50;05/04/2014;18:50:00
713;2;3345;3433;SA 5 / 19:15;05/04/2014;19:15:00
732;13;3360;3437;SA 5 / 19:30;05/04/2014;19:30:00
691;3;3370;3475;SA 5 / 19:40;05/04/2014;19:40:00
598;17;3380;3455;SA 5 / 19:50;05/04/2014;19:50:00
602;7;3385;3491;SA 5 / 19:55;05/04/2014;19:55:00
1275;6;3385;3463;SA 5 / 19:55;05/04/2014;19:55:00
1174;1;3390;3538;SA 5 / 20:00;05/04/2014;20:00:00
763;5;3400;3490;SA 5 / 20:10;05/04/2014;20:10:00
1225;10;3400;3501;SA 5 / 20:10;05/04/2014;20:10:00
307;8;3430;3430;SA 5 / 20:40;05/04/2014;20:40:00
333;16;3430;3430;SA 5 / 20:40;05/04/2014;20:40:00
267;11;3435;3499;SA 5 / 20:45;05/04/2014;20:45:00
637;15;3440;3505;SA 5 / 20:50;05/04/2014;20:50:00
842;4;3445;3525;SA 5 / 20:55;05/04/2014;20:55:00
888;12;3450;3570;SA 5 / 21:00;05/04/2014;21:00:00
578;2;3465;3546;SA 5 / 21:15;05/04/2014;21:15:00
788;9;3505;3675;SA 5 / 21:55;05/04/2014;21:55:00
830;17;3510;3598;SA 5 / 22:00;05/04/2014;22:00:00
541;5;3525;3638;SA 5 / 22:15;05/04/2014;22:15:00
473;13;3530;3605;SA 5 / 22:20;05/04/2014;22:20:00
114;7;3540;3616;SA 5 / 22:30;05/04/2014;22:30:00
1069;6;3545;3636;SA 5 / 22:35;05/04/2014;22:35:00
972;14;3550;3635;SA 5 / 22:40;05/04/2014;22:40:00
382;3;3570;3660;SA 5 / 23:00;05/04/2014;23:00:00
1050;1;3570;3670;SA 5 / 23:00;05/04/2014;23:00:00
1138;16;3570;3706;SA 5 / 23:00;05/04/2014;23:00:00
717;11;3575;3677;SA 5 / 23:05;05/04/2014;23:05:00
150;8;3580;3670;SA 5 / 23:10;05/04/2014;23:10:00
998;12;3600;3676;SA 5 / 23:30;05/04/2014;23:30:00
1207;10;3600;3697;SA 5 / 23:30;05/04/2014;23:30:00
876;4;3605;3717;SA 5 / 23:35;05/04/2014;23:35:00
287;15;3610;3719;SA 5 / 23:40;05/04/2014;23:40:00
418;3;4290;4396;DO 6 / 11:00;06/04/2014;11:00:00
255;17;4335;4424;DO 6 / 11:45;06/04/2014;11:45:00
1229;8;4345;4435;DO 6 / 11:55;06/04/2014;11:55:00
699;11;4390;4450;DO 6 / 12:40;06/04/2014;12:40:00
617;9;4400;4496;DO 6 / 12:50;06/04/2014;12:50:00
351;10;4405;4483;DO 6 / 12:55;06/04/2014;12:55:00
534;7;4410;4462;DO 6 / 13:00;06/04/2014;13:00:00
644;7;4410;4438;DO 6 / 13:00;06/04/2014;13:00:00
1095;13;4420;4513;DO 6 / 13:10;06/04/2014;13:10:00
59;3;4435;4535;DO 6 / 13:25;06/04/2014;13:25:00
594;14;4440;4552;DO 6 / 13:30;06/04/2014;13:30:00
745;5;4445;4521;DO 6 / 13:35;06/04/2014;13:35:00
888;12;4460;4580;DO 6 / 13:50;06/04/2014;13:50:00
1315;1;4470;4587;DO 6 / 14:00;06/04/2014;14:00:00
134;17;4485;4571;DO 6 / 14:15;06/04/2014;14:15:00
1275;6;4510;4588;DO 6 / 14:40;06/04/2014;14:40:00
656;8;4525;4579;DO 6 / 14:55;06/04/2014;14:55:00
728;8;4525;4555;DO 6 / 14:55;06/04/2014;14:55:00
1087;7;4530;4770;DO 6 / 15:00;06/04/2014;15:00:00
355;15;4535;4601;DO 6 / 15:05;06/04/2014;15:05:00
1150;9;4550;4635;DO 6 / 15:20;06/04/2014;15:20:00
748;5;4555;4630;DO 6 / 15:25;06/04/2014;15:25:00
795;13;4560;4678;DO 6 / 15:30;06/04/2014;15:30:00
158;3;4585;4645;DO 6 / 15:55;06/04/2014;15:55:00
299;16;4590;4687;DO 6 / 16:00;06/04/2014;16:00:00
1084;14;4590;4685;DO 6 / 16:00;06/04/2014;16:00:00
578;2;4600;4681;DO 6 / 16:10;06/04/2014;16:10:00
706;12;4610;4705;DO 6 / 16:20;06/04/2014;16:20:00
842;4;4620;4700;DO 6 / 16:30;06/04/2014;16:30:00
1203;1;4620;4705;DO 6 / 16:30;06/04/2014;16:30:00
965;17;4625;4701;DO 6 / 16:35;06/04/2014;16:35:00
247;11;4660;4765;DO 6 / 17:10;06/04/2014;17:10:00
892;5;4665;4915;DO 6 / 17:15;06/04/2014;17:15:00
1069;6;4670;4761;DO 6 / 17:20;06/04/2014;17:20:00
434;10;4675;4755;DO 6 / 17:25;06/04/2014;17:25:00
961;15;4685;4767;DO 6 / 17:35;06/04/2014;17:35:00
586;3;4695;4781;DO 6 / 17:45;06/04/2014;17:45:00
63;8;4705;4777;DO 6 / 17:55;06/04/2014;17:55:00
756;14;4715;4933;DO 6 / 18:05;06/04/2014;18:05:00
336;16;4720;4720;DO 6 / 18:10;06/04/2014;18:10:00
107;9;4730;4798;DO 6 / 18:20;06/04/2014;18:20:00
927;12;4735;4815;DO 6 / 18:25;06/04/2014;18:25:00
975;1;4740;4817;DO 6 / 18:30;06/04/2014;18:30:00
860;2;4750;4839;DO 6 / 18:40;06/04/2014;18:40:00
1263;17;4755;4846;DO 6 / 18:45;06/04/2014;18:45:00
1006;4;4780;4852;DO 6 / 19:10;06/04/2014;19:10:00
1021;13;4780;4867;DO 6 / 19:10;06/04/2014;19:10:00
920;7;4835;4920;DO 6 / 20:05;06/04/2014;20:05:00
738;6;4840;4931;DO 6 / 20:10;06/04/2014;20:10:00
1210;3;4845;4943;DO 6 / 20:15;06/04/2014;20:15:00
251;12;4855;4943;DO 6 / 20:25;06/04/2014;20:25:00
476;10;4855;4936;DO 6 / 20:25;06/04/2014;20:25:00
742;16;4860;4933;DO 6 / 20:30;06/04/2014;20:30:00
1303;1;4860;4953;DO 6 / 20:30;06/04/2014;20:30:00
781;15;4865;4938;DO 6 / 20:35;06/04/2014;20:35:00
774;2;4870;4970;DO 6 / 20:40;06/04/2014;20:40:00
507;8;4875;4936;DO 6 / 20:45;06/04/2014;20:45:00
979;11;4880;4974;DO 6 / 20:50;06/04/2014;20:50:00
510;17;4895;4916;DO 6 / 21:05;06/04/2014;21:05:00
668;17;4895;4909;DO 6 / 21:05;06/04/2014;21:05:00
770;17;4895;4930;DO 6 / 21:05;06/04/2014;21:05:00
1134;17;4895;4905;DO 6 / 21:05;06/04/2014;21:05:00
184;9;4900;4991;DO 6 / 21:10;06/04/2014;21:10:00
237;4;4950;5021;DO 6 / 22:00;06/04/2014;22:00:00
955;13;4955;5038;DO 6 / 22:05;06/04/2014;22:05:00
528;16;4965;5051;DO 6 / 22:15;06/04/2014;22:15:00
1126;7;4965;5054;DO 6 / 22:15;06/04/2014;22:15:00
888;12;4975;5095;DO 6 / 22:25;06/04/2014;22:25:00
162;5;4985;5020;DO 6 / 22:35;06/04/2014;22:35:00
594;14;4985;5097;DO 6 / 22:35;06/04/2014;22:35:00
